Name,Tier,Points,PUUID
林俊杰#126,MASTER,17,YlZ2pmd6EG5vUu69P_bT_OBLZhOyQMzSD5kWCOxe34pzOH0d9p3eh0ihu1MN80HEs8cLXhEqbMSUGg
CuJo#Mac,MASTER,17,dTJ3_sXovkx1AG7Li9Xpl-huFWST1cXXhksJpXhUMY_8O15PlDgswychN6A9GiGf9bom5vX55BODOA
69 CATS 69 MEOWS#OwO,MASTER,17,4z4VY_XqzorE-opuGr4u8fNUqjEuyo8D-3jGMO8rMQZr5YgSvMA5cgBQtx-03k-W9e1JsRoqGURS3g
Retired Kled#NA1,MASTER,17,93cYP2e-QSCWlLk_JY8gW9Mjwg5hsKvT_PhIQLj3HRsaaH-4xjbw9m0Eff-rADUosoGc2UxM4emhZg
Kintsugi CT#Art,MASTER,17,DAoh2byj9KdIiDIF1_5vhKcN3Z7y5q-qYdidAgMnlBbnysOh9_muTZmVXZTAGcf40gg67E-gOPRQfA
Yopowful#NA1,MASTER,17,1JsIHDR42eX4mhhPPgfxr7ArQPGPJ1G9753NCXNCif-vvn47fI7ipp4222RAb3w2v079jxcuGTgFFw
TheLuckyTaco#3737,MASTER,17,tbfA6uvtYYob_0OkMzr7FYg8W2hFt7CPaMpzPSAXhV95GNIXa9I3wSiPL9EzmAkss9pLJAPziauT-g
Crimson#LOL,MASTER,17,ONcb2Weyx1ihLxttUwKYBdAKtK46PqvEgy0bdLunhxb_-V8qiAYr6jy8x3LdEgrJZ9CRFjAs_s0Kgw
kaebear#doll,MASTER,17,vX3KHGddshT2iFDFw8DqGBKxfuXie0-tpuswKt5pRjLoBjbTlMAmbNhZhjJ4x4_suFuEh_2qmY0xGg
MOM VROOM BY CAR#DAD,MASTER,17,n2tLJKq27tB9YHmBHz9fkFNujrHg81HSkQ1K1Bw2eszFUvGGZ1zLGsXlqjOrq-zlJdf0Rezu-yIC7A
Guessmebaby#DLLM,MASTER,17,LmQo3crQKftPmiNv0w39f-8XuRVgkDRDJQ3rnzYok0ec3W31HnKjK2sfWgpJsuiPVgGRew2tNAjrcA
Part 2 of 2#NA1,MASTER,17,QiNO8JyGxA7UFFFmG8CUf4Ggj9BkPnN7JvPxM5_WN7X8fjrRnDYXuw9TnqFmYUfeDj3eEb1NmbPK_g
Blubberbeast#71113,MASTER,17,DT3NUBvEuqh34wUSJL8h9wZp7cxAkP511r3RExLCfCEgmAiaPafn-HlxiHEgV_YoSNvg0m525qZyNg
BaekJongWon#kimch,MASTER,16,hVGvp2NmNoZeX7nfObMu5I5nza7XoZ1aVCNaOvGG8cnVSoE0n0qSDjdmG6vXWEyvNWmVK1b75PsU4w
Justice4Vayne#NA1,MASTER,16,wZVxeT2_t7YM8DmT5Qjn6RfNFYGX0sMvcHX_9vIp3gvb22SxPPQsiedordYarAdVCspPdy1dLzad1w
Soft Ground Pork#NA1,MASTER,16,7_QBpWNz6BSqwqVH74Nwlt8plpbwICs7kfi3TS1j5pJcIDKS_tyW3a6xoyq1_uX46UftWZ0aUUrlgQ
SayOlee#NA1,MASTER,16,E4J8DNsrVhDGB33iU1YFhkzbNXkPb3kan4jZe9mH_OQsf-XqN6P0JmqbOuTOI41dn4jFGAXunMwpFw
CartopRumble#420,MASTER,16,bzGTPTMuc7MKDcfSpdMDEHglrZt-txK3gI1_I6njNvaHSzJeffcT-r2vYhBVVdIWIVFzxrdrvLIpKg
laoyasuo21#NA1,MASTER,16,D5e7JSn_bBYk2zHZ1XOkqrHoMfb4m12b6cxByst4WlowgD07ihOESo-fvVPobyz1nj2LSeKuODZZwA
デスロータス#KAT,MASTER,16,mMflYOpr2z3t-wYHhLQN7ychWdLF0FEW0vArbZFrnMdK6LNYQMot15VPJAcUBJVf8E-HqGcZw_H0yA
Waraight#UwU,MASTER,16,_hVu1bQxrV-55kuvHGdRpGDM7Dt2K5tHQ1_wRheuzexIrnIrzGStUCj4Mh5gbQTiKNK0oOLtOlkhIQ
7h24m 29d03m20y#75278,MASTER,16,PggpBmHTi4YgWdoe26Wqdhsywm9SrJeDaNwn3P7ndicBuZXpmvlSfUIYh0L49FWBrt_a0VDPEy7chQ
Miley Slyrus#Lukas,MASTER,16,k5A9N4NLLc2zOvaRawvEpQbHnYyh79Ce--S0OShIUMkpAeyyFWgsUn-UZ4z2v3w3cFckj-GyT-bv3A
linkshark24#NA2,MASTER,16,78uORwJIatoTQI-5LAeb47oIiAg3_LStCPc5fcvGHf1FAhr-VwLdc-XqQUY2U9OvdKUQrJ0yrz_5bQ
wiilei#NA1,MASTER,16,2wt9szTQmjiiNltlt2jB1_j0PLgx9q5Lw1yLXOMHk_y_ThoGRkrXGUxQOnbYPgNOzyi5Xz9r7jh-tA
Ryo Yamada#6324,MASTER,16,yMmkJNGkbLh1yRd0P17n6gWAG2TkZ_z3v7vL6wuJVYA516l-4we9ecU4LUTQA76DZHFXCCbARpOOfA
H3PHA35TU5#NA1,MASTER,16,ZtiC27FTOMazC_QnG8HM-8SkfcdbO53SjGHPADs4nulSEPGNi7dMeXvGvcvQjUrYgCi_qcl_RjuUfw
Love Lulu#NA2,MASTER,16,hdQmDdiD7xh_gfd7TzJeY-iVUSGcSchWHxnpgj-NNKXOc5y2UNFQ_Yw4EfsLJq4tvUVlnOsTD2vC1w
Hsiung#7777,MASTER,16,QEtQ4eoH0isuna5L0I1MariLaVzSWn4wbnBYanx7456VUaRUVQHtE6VEAfsBgJe6aEoa36lwHbBW9w
usephysics#001,MASTER,16,sD6UKS-vUiefyDXgFOY_r2nJftv4r1ztFl02RW7FvIadWPm0kK67WLaaG4TCzaprf81-cmyluUPx8w
Diesel#Zesty,MASTER,16,pMhSF1Jow7cTTquea-n3r8RTsndgVH1nUXYXW9vHMbIKiNhLdess18Pe5brKJ911Km4bcP1YUiEKeg
Nickel#Coins,MASTER,16,SbQJABQO8i2VRyK4O_EO6ytCcNr1udxH6hNcrjH_hqbuZSC086MzoP1QkH0tkJCvWwvrLRBMzK0BpQ
EverythingGaming#NA1,MASTER,16,0mdwkH4knGPxpXkya1owYg3WNfWgdqs0HHrbojghzBxC0Z6wqWIb6eKla8a6BMD9UWyf-y6dOfhMSA
Siannarwyn#NA1,MASTER,16,H-tOhWn0V36_g1JyNyEIyElQFh-tvOrWT92psC97me-ZTRwo_R1x7NT1hwyPVeZWQASYVsckdNmZ0w
gerkahn#CN1,MASTER,16,VTtlHwttY_bf7MZP7_WtFaefq3X0FoU2HlU2KzN4VOV6VjtaSG_uQ5qS-P2f3MRiOTWk1RUUujdb_w
Argønauta#NA1,MASTER,16,Yf97F6UPKBs5pXeglpb5ydnNhv_1I1WmmA9V-mQHmCRFpqYhSaAyLTQlRAWxogROg_TxOmJGmT4dxg
Doojeeboy#NA1,MASTER,16,y0jig6kfK4kcL12y-UvqkYRekN9BzqZHenKHtmth34uhbgSSusMBlo6jO3WGbpWM2l9dn0BKpFDmyA
Blamblam100#NA1,MASTER,16,49qLDRztyXxVYBqONradfhdirAE29KBOh3nSVgOL6o-XrCZzkP_qlJuu05GOsyUd77R9dZGA7ijDvw
Polsicle#milk,MASTER,16,SztXN_VLgianK5-b0dIjWsLB1z2fQCsTMAd35boj2yMQEHb7t6xMkyZIeOr_3H1oGlsivGq2e20ViA
Petite Boy#NA1,MASTER,16,p7e4MFTAWSBdMo9YvOnzHRmpKSeaeX1bkpYF5G7-TdIigpAuZJ8yGIlg1Gh711k5eoncuqQ3KpIiag
Suzuni#NA1,MASTER,16,7P22DmRRInKSMnlR326Q4nGYLUlNd9JCSxfjAGkpApsZIqkFxiOB6GX8xCNx8A0y29q-0nYj5Im0tA
eliasgodmode#NA3,MASTER,16,eXFqD70DCTk5FuUgcaGfXDe2wkgKxc3vGZl7JEww8PPmDFtub_CZK1P-3H0zxYxU7XIOGBT8fkgPLQ
Panndon#NA1,MASTER,16,-CWxwmEgAEJmk2k0SymOL2-LY-0Kr5McjrpfiL316nfAt7yufMri1FM04lASEqJns-NC0L2VAulHOg
secret garden#618,MASTER,16,Rwjx1902G0N3u1CZ05HNr0dFn9UE-i9b5yaL94SEK7GemetUV2b4VYVuavmuR0SVsgXeA_fQiXnRAQ
Lunicun#1414,MASTER,16,lF7ga-r8rwd04jUmKPR5xNg_pBOlA1SRAe_ICr9lt66UdKVltGpy1_cVg2L6aj0lyM_5Es2GLMTk2Q
Blood Vas#777,MASTER,16,3_LknvLsMKFMAT1cLc3MjywUuhVgNTECXzM876_RsvSySHwlotTP-JKGM5hHuf48ui-N4PDMdyi2kA
Sora#CAD,MASTER,16,bUJevwTQJCgrs-sQjTkl8NEWi1boytW9TeJvS0aHbLYzMFuWlljsBioFulfIuuza43MH106jvqL_wQ
月月子大王#fred,MASTER,16,u2t_6EozQsNJ7NytfYZwoc3AwelnwsAcamSwLqfGJAmEKz1hW3fdNCquRBI78WeMuJkSOkSKCAtwdQ
Minoo#0525,MASTER,16,_lqHHj-zGQOJK-YLQ50Yz8iL4m_OGS5s4vWR4qDM2NFPUkil9QfM2eVtuo4Py0_p1c6Qgt4Zn3VseQ
EDM 十年#灯火阑珊处,MASTER,16,_uyrYkr0s5vZQMGhm_C83_2AArm2QG8j08vXafHCqZmxCj2EFolS1u5bwp050TXHLd7FEG1ektHKeQ
division five#NA1,MASTER,16,abdatgsrMRIqgnQMy2Lql5ZalQ1GuyiBeKrt-d_gm79EfTY3fe__Kt7jhbV6rOmyf1avPklFu2rTnQ
kneelharras#NA1,MASTER,16,-xEL2zs9Uleh6cQkGnb9JMITB8Urq0Va7Letfg0-Dr_fwU_fuJNlwW5vnDhBeM_kns5SRK2P3VOisg
Damned ONE#Nik13,MASTER,16,Y6_x1qFu8tOB5ebee1jNkvl110P4QGuwnP74_5RdrHMvGr9mtpBYWUFk_E_MIsQoniMFUgVbpMzhpQ
Schvi#2348,MASTER,16,SAigd_SfJFOxtsXYFgN51K04cdmAU59fKNMUI4Wa2nwvqNDHllVLxiWFwgA5JjIdvzzsSOzdJIwZ0g
DrunkKaraoke#00000,MASTER,16,HaOtCfj7qxW6pWJlQwiyxrz5FqUpqCjtmcNuAbdESoglwjOm0KEwRArohy14OepzqffumMtfrN9rVg
EtooHai#NA1,MASTER,16,98QiYsIvo-U00qZBx1buax0qxZqKFVZ0iQASs4hUxOtbpS4Vqa8Wcnx_WUbUXZwhmLvOlAi3hzcDOA
Xyzz#NA1,MASTER,16,1VNZ8JBE00Q_29n3Tif52-U71oADD7_m4ep7MZosVTDl1nBKdgW52tkFfedz0f8cO_yCl86EK4h45w
HANDLESS FF 15#NA1,MASTER,16,cbG3NGVhsdwUdfkl353dd_dKNi2wt6vffwZ7WHylPnnOBntAXeatUMheX8RQT29izrP1TvCVauP5Ng
Tamamo no Mae#00000,MASTER,16,EjwJjahrhpWln0zhKFZcnnftmIgrOohbmBmzKStAjlzL2aOXi4ueYPHVTN5fvMVutAU1_gNvy4GAvw
Fli#2830,MASTER,16,BYMikezFggKpOvftGHyMhdDkGF0jAN7rhcJsKvzkblilkrN53ELePmPfuiDyKIGWuM4U9G0LCaphoQ
Nephh#Janna,MASTER,16,7Y6M2uMSW-PUmhcOzGHWceqJMWenNTm-ChdC_qJ-VDfBDL4IVPHsgQ5jNiqJnn9qDogxDbE5Un4G0A
Tabonjing#NA1,MASTER,16,6XhlcgjhnUUDB_jQtTz8oF3wn7jgyFF1g8oZENAzY7OEtht5HZ69xIHcrEopToaFhlprtoq23PL3ZQ
Pax Tayer#UTAH,MASTER,16,8Wdg7WM4go7TNk2P72KsApgPEwHf95ZXdhE-W9nTpbXUtkO5E4U4vnC2e2OGD-Y-wDZ52_bAKLgkKQ
奇怪的上单#等我c吗,MASTER,16,hifoWZyi-ofixvAKHSmC6SOVamoyv-7DHjf_IZ6Irb2LtoifTkmN8-RIOQ6UrC2FGuNBmyY7U3F7ow
Stickman66#NA1,MASTER,16,6gNdiWxep2fL7cLlvp6OGDQHKrt-KaAyG_sdNfn-BoXF1zd9Q0bji62TuWnOxy0yegFyX_dOZnRYZg
CC IMMUNE#AXES,MASTER,16,VKfhABHbh66OsWx7PVLKFf2LX7BoUK-MMMI-EpValDb9c8_hW932wBGzaC5p9EHJKEijHswQAemYBw
booger eater45#sigma,MASTER,16,2BFzP2fK2F_XWfPdW1t0QO4mDyKvW6G2peE3X3cWGzfgBDkCQrRv7Bedzp06Je2JbIlFYGWmhVdFlA
泉水sama丶#666,MASTER,16,8ClCfitd1YRTSp32FAsmN9vJhOWYybF0HifdwVrL3JRXk_HsZrwyK_XS-EIuoettHyz0F_Q5mY2MOw
KiNG Nidhogg#NA1,MASTER,16,uM_5sZZfH22whOY8p3OSrqWZbeKdVwIafOg0o8d-99fXVTh6igWf16IjyWDg8JPBZ2eYFcKGA2sQSQ
Younglin#PIKMI,MASTER,16,5cY7mYk4_nxu1B--snzIAWJO1gd8G0cNyNEf7g7dgQ5FrtoDCsiDOnjOaRTdbyX2q-__VHGYHEweJg
Apmud#NA1,MASTER,16,Vae3J08RNENjnFyyhSmhQLx7d71aIQyQtqQ79kluihHZNAGJ-sCCksqv8TOkQvgJWdTR1jHcz_rJsA
gurneese#zug,MASTER,16,n_XKofVVDyePigSAobyPnEtq2zAH9EFhr5ffiycs2gwJG0o2YBzeKS1x7HVLrRsQoQqrbn9TP1kkiw
High Hopes#1998,MASTER,16,wNu8TsxikUhUbIo6AFGzUL1dNzdqovkm5tOxH50RfAnTcwrPe5aMqcws8qGnbiFqcYbVeCEdda7Gxw
13人#Quj,MASTER,16,bxF4DQAuxCF6jP6z2zbnfahDhUGUQ5Nm7ynBdQIFnJCAq5hdJ5pBaKzjBHy7oQ0cS1JlzWRGmD9e2w
jølts#NA1,MASTER,16,4Z9DTT4r6xWw8fOZ3pQfno0NF0FpAhUbC7ex47OymeHpNsn51VKoFqyUrUpQc47yeNDqihixtkFTKQ
ElEmipa#NA1,MASTER,16,Rq5pvtoc40qSUtqCqmJIz6sqB2UQ5cvEsp0DPRfbmavvNln7mtaJ80wLu3TGu9mxNr3amWLRbBUoQQ
Blue Rev#mmmgh,MASTER,16,eYK3oRWQLhfgUbAJZDgRQYfTybQ-LJ7UQFgMj2T_uKaixtmFk1Unfreh-ijlVyT6oggwDDbgmq6YRQ
等天黑#zed00,MASTER,16,CiD5Y7IRYqrS53dJkyuQIOCYL1q82GOHblCAhJNQI1zj0sLRprfU5cIzrk3IWg_yDAYCE9qHwfWSZg
SkepticWave#NA1,MASTER,16,c5UgCoN4anh3--qYpeFz-MkrYsCe21G1sSlf3pGIdi5l4kuhSFPChMtN8KeoCiPf2HPGLiUDDTRN_A
Yoka#NA1,MASTER,16,Cbwuci-ckAKe9Jo0czVyqt0KOk4S5XTS1KYARAkKD7cVKJ8PWm8B25J0U5dZBxVa7Gq6jzlgKdZe-g
Frailty#1001,MASTER,16,XOrOVFY4QbmYV_zJmLjPGxpmg2BdbhjSEQoUJ9yQdc1Xa2c3g7l070k71uWExXcgn9VSPQk30gmTTw
Log BlueWolf#WOUF,MASTER,16,XSIhC1ILYWu3HHB8y6RpB0o_Psxk7tiUuXA4Dc0oDSOiCK8uKCORrtJc6GEIf9L0bgn_izyWj-MzFQ
Speakerzoid#NA1,MASTER,16,sHyP5lw0II76EORZYTWrw0fIi9R0GrVe1l0QfCJcJCtfQB2_d_qkrhsgo7sEz_7KuuyJaNUQ_XAqOQ
Angie#uwu,MASTER,16,y5W9GgqWORTgLl4LvN_ZtT_pQh5INZoyILuqWoLvjizb2win4p6vXuLniLmYM_tdzJnZsQsmPfDtoQ
hi me blobs#NA1,MASTER,16,T2WTRjFH34WS5jxaOo0DWVmtRX5ZBFKJfkiFMgOV-xmKn6IOWdUPv2Rmz_KGhIqsHcjhRBUxtQyMvA
LowPsyco#NA111,MASTER,16,YTrOSQozE76u-avQ2ySmB_Le4e4DL3UpRFQ2hy0ESDXhfiLJYOncFpxrcCQuKZUHIhOtFtF96sxv4w
Sunbeh#선배님,MASTER,16,zpYpFyGHjz55bV7HAliBOzntirTx28aFoi8U262YjF9iiQl1vlrYvbpXxRgCoDp98VqiVLplPV3HqA
R ı c e#7777,MASTER,16,74epZpIX8S401ZxdInRvD7Cl07x8LXYHv4hTfHeBlmxubeXO_8SohEWvnG5CwryxMBZwLi4vkgMhAw
HunterVii#9833,MASTER,16,u_HphKCjn3X0jlKIH6jBUuFMcB5kzaslYX8idwgYxXQXwITvPc4V9o_p9ubUtZvViitjGBoRrYFHIQ
Aiva#NA1,MASTER,16,lMM1z768noWv2hYCvQP6QIFC7Jb5E1roPvbiNIe7C1z15rNi7qlcHv7DAnpFq3Tg91ZrQR62GBq47A
natez30#NA1,MASTER,16,dsy_ZnWMk447OqLTyM8EvZL2gnaxLHAHmu11ghTKaDQXj9Xp5C9BMmBNQIXYdbZN3zJPvwpVOwlfsg
YMB#NA1,MASTER,16,VT_DUV0Gjh91m-zNV0GtgMSk5wf5qB0tIKlmmHvsjmvxoA2vfTiuCq5VXD9c5N5Bq1JQXOLs-KO2uw
Lesser Lux#NA1,MASTER,16,98Pn2oXxbYk4XD0CaTnEKrY0D8rdKygNHwTcwFMYAHVEbdUG0PDRNZlb5o21Tv6Z73x8imYo8PMkEQ
owiv#chu,MASTER,16,TkbV5J4rYJchK7OGiDQrfY8R7qnPfcshtcw4nodiG8O_6P4EwVFBLRODdIAU1VojDpHzuH-zYzTMDg
TavernDrunk#NA1,MASTER,16,iBlUyh_3yUY8gO5eIlBTnK6ZrMDpEzT9-2GXdf7OBAZ9BEOK8Zo3hIOHQNZ60-44x2jJo3j0FkAKvw
芒果真好吃#西红柿打咩,MASTER,16,yVcftDwdmN1Ax0uX8TVVlSD6oWdOfSU1SX9uBwNa_PI0EPCt26KCuSbq4Mt67Ur_lq0kI5cikwcWrg
Drayarlaw#7872,MASTER,16,8yey_d_yQfZvC4WZjI9iU1gdZqMiRHzhDL0VFrc_QhIE5oDdwbbWfClbIaUTHEtIifIgGF4hPeaJQA
potion icon#NA1,MASTER,16,J77giGcL6EH5UsSu9Ta4Xp-iTgErszOiSyDIa7Rjy0C7_wFhpWjOpAKg-V_wVEJ0dnjKJk2JHFfiMA
talon or bye XD#NA1,MASTER,16,LWaMZAx2RSJuKeEYw5BIvInCvClGVnCInQ79tZ-MjSI7q3ebuzJP8EXr9pCnRVvaAFxJjCm8Zbnh_A
ironmanthorloki#8888,MASTER,16,t5ut0Xm1t9Wvh-wRCmJbp87xSKZbEwEXSARVUzo2KX-otFVOEPWdV5bXPLUj-fzUZgMggu7o1BK1Lg
Freelo#0000,MASTER,16,qzCNEsUkKQzEjoJw5OKaS1mk6LzZOhEl2vcbc7ttJt0uFk7RZN7YLzGvMxDQGQUzhMUWyeSMqjfG4Q
demon#soo,MASTER,16,Dz3V6g6uyENGT8tnScfLa1_v6ZnVa0BCESfWS9BsF3TwihK128b-nqxjTSv6l44Lz5VyQyOSlMploA
Borro Cassette#MLMA,MASTER,16,CU5WwX9zePY54Ydp5zMovG5y6283DdeuqHBPKqJZifTtLcjVXQq7chwEFKZivL4fFKV2XyixumK4_w
Rekbooof#INT,MASTER,16,dZ4-4RNoNATtOWtwCqq0Izqu7ohNlkOodeMzvhGplBo7Gid6IZ7_BS2IE_gP7pG_lCkBcwfD31j_7g
Fresh poop#0213,MASTER,16,YD5gZk4D6RFlnCtWKeNtM1COXBXQ_YRhu5jsAZsF9ACO9Kv4G5SGyGXIqJ_JmcOI8wED_F3SGvv_8w
JubaTheTuba#AAAAA,MASTER,16,iDfSULFMmOOINAFnxB377_fFBaesg5KxY5RYzRsMO78AMmVh4ERlXRUNm48o3m0IMxA_cX5lu8I9NQ
celeste#night,MASTER,16,-AiyackdQlpIe5-sDzcoaMpiWRqMYuZOYw2QV81ydpeeQVlbGCIBlPQbD2AA-nXW0s2BE86qLLIAUw
Emalshat#NA1,MASTER,16,t70vDTJpQa-kOB-tcS0qf7LKpjBelt4je3j5YAE9c8f78Eht--BA7BMEWAKR-v2yCY5sVBPubJLdog
Kfcsuperfan#BLM,MASTER,16,S-uNgrZlXvUkRQ--J4uLtQlve-bEVNKA0NCwqa4x_4IWlzu3v39So6XsAWLf3B5ooBPvelzGEC9x9g
Sour#0001,MASTER,16,ZvOlZnJz2tdRIxC0iH-OzG0QZyrtKLWJO3t1ii4bTR1eCqG4mE5Om5qGIwZwdnnwnt7aQbAVBx7TrA
otto#cake,MASTER,16,rm10Yit6T89r3pIRLRY3Eav0UYgB5CL9KeMfPLfwV3dxXMXpGooyoI8mgBulJSoE2aQJXXk6HB1yCg
哪有榴莲芋泥#0318,MASTER,16,MTT1Ow5hrAaEaWBBQSohGDh2TydHuFtlg42pdd5S0UmJmcNcMAs2gXAnRUMEZdkt-mJ5gGOMzTu5Mw
Ganyuki#아일릿모카,MASTER,15,VTVzxjWrSjFSo7ECtbXHyHZhle8etKPh1GfWp5ABaj9C9ycAwmvzQhyNVG8zDsD-47wFoQ8qp57BUw
Pillager#Guma,MASTER,15,m4Lbq0aZ-WxRXg7ItlIsDT1WI7kvSoSgt_YsiifyV_6wJqNM1arg25pszKLskwpvTscVRUZZb9D59g
ReckIessNoob#NA1,MASTER,15,y64C_nTk_H7XBLNxbyE62CtARewGImfLbiYa7Rn_Ewkbt54u38K0M3O_LNMW_K2XqfbTLZtyxW7vFA
Legend of League#LGND,MASTER,15,qNcroEVxUzKwCp8TXcSdJ0B3n6jYZY5POjJ6NPh46ZXr-dTgbBLte7fP86Tfq-fCMrPP7JbrRFC2ew
Small Eyes Nick#China,MASTER,15,Ml9V5S0-ucmJbiYwy9ziCVRsGHAzrF-nwsEk4PAv5-7Q-PfmIaYtpOilCHIrrCw_CMKTQAaUbdPOXw
Shadow#ktno,MASTER,15,aTZ3UhipT0M3AgEKrmjEZ48j0DP-nuNVI5GoYZj0xt7gcCCpvLQwFGje5HWdXEmyBVTo2vKO5jlxKw
Parchassssssssss#Tight,MASTER,15,Vzg0XiKuOGsr5AyuSPxxMbd4VLUZxqpG5SocVBCYqErC2ljXDEdkJiWOmZbXsziEvfGTRyDf4Xkk4w
Esthetix#NA1,MASTER,15,r2Cgv-oX9kk38QN4aWOV8JclR-1cdPJBEhgLJS5VsEHk99vAr1yY9XyiUynNS5FW7HSRmd2yNDle8Q
Chill Im Veigar#VEIG,MASTER,15,B9GD9yuy9QGw2T-NTSgGMlRXxkdWI2bE3ps4boBCGSeGxOHKXnhOOjnWTHwyiUXLvPTYXLBbs0neAw
Derponater#1953,MASTER,15,yZ24K7LXDjbe5qsLG7UX2r3DaTmeiccb187Sqe9XOMFkYm115HWcq9YcY4bkmrsBWNxmS3UNL2kWzQ
Àhh#Ooh,MASTER,15,rFY40xxh4hegRKC8uLUV9glD4KSCEnazFhnPURQ5zrT_o62qrbwFzJ6A2xdswirhs8QzZ1EuERRidw
Fahrenknight#KING,MASTER,15,AVJ_tqcc8u89HsvT19hERRiZ7O37J46-blEWcpDlBA9KYhO-d-woBlB23WwQH5ms63LWjdYV2Knmog
Relentless#0007,MASTER,15,OAdcnqVEOvAA6LcReaU_pMdndgiUZ5RNs9-hR-0PSnSlOvNS6Q4UjlQjFZiaUkW7tJMbtlNuE1WZyA
Vexy#ASVC,MASTER,15,COkKoui_eASE6gfE3x5tl4Xd3IfoBo_Gt1lu_LoTbzfh9wn66o6u9WVVXR80IOi97GAvCZkfE5J8zg
Kirby#WRLD,MASTER,15,nX124RFPRFZmOddgEwx0UftMQQSF10-332LAsEG1ovkRfgHcoiq6YUPSjA30Fx34Bt1ZFnF5zsP8Dg
Hoonster#클로버,MASTER,15,igej20eyICQuIk7eIN2HFxLjfGmBPLDtIyeww9fuyVoVZc2FcuUtx2sJ6CkvHe0ugCwAjyOTkooR6w
Rank 1 Complex#Holy,MASTER,15,cQ7gm0Me44jhX1qKGZAA2aGMUlW-rnkb5DwbqvNTYOcJWJPVDZr56YBN0P_t7no9Ow6SZc8VaAmCgw
能力越大责任越小#777,MASTER,15,wOenfsADCTbLUq8oTum3Mdm6WDE7Gqo6ql574zTRo_QTo5VkfLgETTfPVK8fGM5z9B2l3x8wweOZEg
Lokyu#NA1,MASTER,15,5lBOJBIWNFaTWtLkaZeUqYXG1aEKjeXB_wl90ay_Z5KKQCJYiAOFmHHUImSeR8cE3_wyBsHxqSXcsg
AloneStill#NA1,MASTER,15,6dbIndGmLDZdFCwV8YVsN9sSOC1e5jC32bFeUhpgvHHKFVAZil5ymhQBZxykEnhWZM7ybdT7-Z9Chw
Ayokee#NA1,MASTER,15,ocybPjzCIPm_ytMicxKeoLsZUAkOvxG1Jz-D08vUHIVKTLcZZ5429-rXmgmIQ182eQK4TPieOtBUng
갈비탕#9568,MASTER,15,KZrBZ7KaRjmbTnuCvFnPYNNrYik26XdJGD-yYjC1tDKS7lPcgI_KaWuQuu5MWriPYuwKxvl4kFB2rg
The Dylan#NA1,MASTER,15,6HiMRw38Jlr3_fHpQ5UzsVul7WR6H0AToh6eAAIM-d7THGYm46MeK9-2_NWzfu6xCXQtV_p1yGpl7Q
Silvestre#NA1,MASTER,15,DpjX9gwOWPitJAI1HQypBWDugQPX8uaoTIpLtlqjuQzAUznqLewp-ajAhoV3d5spwDIkpFA6zkUyWw
AcE#YHG2,MASTER,15,65tq8XX5lqIldNs-w_abMA4CSat6-E3tcixLBPR_5ihTwZ3sLkeS4l1Jpx6NI-WCXQzdB1x1Odh6_g
Nivhay#NA1,MASTER,15,YFmgslbanIM1xobS3T3Q0_KLvIagW7sD00qZU1l78DEQU9yUShNGNw6F-HUdygv2-Zm9qLZ-a6rRFA
KKCsCat#NA1,MASTER,15,yWl6fSmJqsCu1fSE0QYqhB1vsmMk5WkDQ6yByIWBGjWYi17J1vInvKOOj4usFiRrIgPUEqO1fHI_5A
Failz#Failz,MASTER,15,JF2rNkKb5ADdYqZzEJmG1XeBK5Dc9iaiX7LFiUH0iZ1ucEWvKnkEt8MUtQXKAUHg8sNsQs9dND6gDA
Bacon4EggnCheese#NA1,MASTER,15,cEUOcPu_QFhMT0F9JsqFpNv-KZ3M1IrYG9Vx46oZY9OGUYtIBM_YOlMBtV8toPKIGZHa1AFYSbmrlQ
241isqqQQi24#NA1,MASTER,15,PcAD_EDPMYL7OBfWhGuzK_W40C4wtZgqeB_NlURJJh8shEPwbrXQ2viENGnb56lgrqo6bNf17IHiaA
wundrew#meow,MASTER,15,GbH3K2c0srapg_3P3IeAWofAGs95kB2qwVX6yLPnZ0rlwoi3HYcPYBP1GNs7VO1wTvXl3YkdRKgEKA
Fourth Arden#deez,MASTER,15,Ui_2v3V8QMgnmj4lYODEj7G_4Gqkn2x90XzxrOoP0bjAKph78zVrH1au1lA2YIcWgS8k-xSE1XBgCQ
L9 WinThrower#NA2,MASTER,15,m1q467ogEUwAqF_M3djxo4_bLv5kWIzq4bNahqsJ3WqhYtQKn9pz37UPjxSZbEckxs3rJH1-20KGQQ
再见C罗#8848,MASTER,15,4AqxuqkdS1tAECMYddfA1B_tvEsE2I6cPMRtYd8F5bRsvbG44QK6GBA_gI-7Vg_0RP9ozSTY301tLQ
blette#NA1,MASTER,15,eXox8KXGowwAMzB8mYCKAAviDgvnkjNXwyplpmyeZPZt_E9VX5apcQq_21FvtbWhkaNxR2xaHgfezA
Monzy#NA1,MASTER,15,4ef6CVQ2eQpx9xtHF7_rofziGHm_tF7Bu97Fp47HfGjQ3fHAAgrQI-hjomgp2M3aw0J_S4Gl6BRlOA
DGiH#稳拿女人心,MASTER,15,mLVqVl0yWCnnv_rGtYIgtRIJtKZbyni8CggiCt9zpdrk6-tTphbdoBkXszJuBX727CCzKErNwpGBCw
Archdrake#NA1,MASTER,15,3cduTAzBb0uOLpjz1SEEovk9MBKneYbkbIDhzdFnLAUeOTRkyz4bmlslNcAnTR4nmJV-ps9LXJKLoA
